"n","omega","rho","p","delta1","delta2","delta3","nu1","nu2","nu3","beta1","beta2","beta3","gamma1","gamma2","gamma3","eta1","eta2","eta3","eta4","eta5","tau","plugin","pluginse","onestep","onestepse","maxl1","maxpi1","mink","maxk"
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.41061913147643,0.0403744307867476,2.73323456236903,0.180847129976206,0.99867600834524,0.846783782177426,0.115248579098675,0.914353520978604
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.28186824472389,0.0465778322392101,2.61490868596129,0.227130430588011,0.999277054818763,0.868851152852693,0.0931559614331571,0.900309908451511
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.24275736409758,0.0457966645314774,2.4194942460781,0.216820815589271,0.997236015832001,0.830903758524879,0.114053751148012,0.922622916631112
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.36370646327879,0.0456239177627367,2.58624023608732,0.225299135477625,0.995429151826032,0.86647245438131,0.130883922837469,0.939382437862023
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.26754024655531,0.0411988450727607,2.54490188533957,0.188676358720004,0.999774732003426,0.845389480435072,0.116653536576977,0.909409806452109
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.32965800527106,0.0404754070664377,2.58448585677668,0.19281571265243,0.999146642844981,0.832759658823468,0.11726918614936,0.925981798547144
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.23367631829172,0.0457870010836525,2.69751067949634,0.216837738262568,0.999409829651389,0.854129480360279,0.109417743140568,0.924527752524189
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.45896257807503,0.0469593305132143,2.70415362960274,0.210761491855163,0.997838222629125,0.837961462461997,0.0931811603139171,0.897483771632907
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.55999950101911,0.0381453874441953,2.54292893508639,0.170194494217619,0.997744683003942,0.825775687204773,0.113668170505682,0.925241688315962
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.10985607904376,0.046155951817518,2.34138402687875,0.215377110935925,0.995976422147527,0.859828135463068,0.104439272751296,0.913980936937788
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.32628522924519,0.0501516495963144,2.96504845796632,0.266749552163222,0.996444208001865,0.916983958703867,0.103749125039296,0.905947619916117
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.26435426560144,0.0523473573081529,2.38827629506887,0.211417196576635,0.999874042592599,0.885888169045595,0.0740916915113174,0.937379646446201
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.41406648956582,0.0481674680126569,2.33135999238003,0.251394473095198,0.99572112230057,0.878686040690818,0.106092183407735,0.898607650675249
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.30262415128611,0.0466104954670876,2.09011065936235,0.22484685745448,0.99979417194663,0.855438039267402,0.0705888308724969,0.917968238470014
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.4681942755154,0.0448257937443337,2.54200181974454,0.226674711945294,0.999890123719022,0.852250855356408,0.0942068451743274,0.921260318661089
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.41246377023348,0.039211432254039,2.50757901228449,0.175806583886075,0.999805550515305,0.851031463849178,0.12756409822916,0.91707080442206
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.51631137658494,0.038122483434461,2.48154081259202,0.168987123894257,0.997440657363521,0.83833555789464,0.112894043335178,0.92123703271062
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.27243240387562,0.0441520005035412,2.67003420376169,0.196652702276794,0.999812347704555,0.85360377061645,0.106110626157811,0.934945959700916
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.39763441827599,0.0481616506763914,2.61264916266124,0.229407769183826,0.996754130291582,0.877930467062658,0.0929364423454242,0.913595833434309
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.43260314650746,0.0445279410052731,2.88587954380424,0.217621049784021,0.999611164774227,0.878397492442018,0.0765576097530817,0.921822203656964
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.47474731731451,0.0470139474343516,2.74697559316501,0.26552064891137,0.999878878315495,0.865467458050071,0.0944408353687345,0.917562912414752
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.31952191169687,0.045889133359955,2.56313685597252,0.230477445727045,0.999831873120254,0.859332284216658,0.0962758274740913,0.946136827915381
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.23628741020438,0.0515540689879494,2.61983719777583,0.260014945032208,0.999012669036061,0.874088618944207,0.103249195574333,0.904692360102463
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.33727029367206,0.0430948989857974,2.49534918198352,0.231442157912025,0.998981271663109,0.834219047894987,0.115655067719611,0.907457784689193
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.23992293389746,0.0435627924772379,2.47042193139511,0.222851806555831,0.999823701469896,0.851177595939216,0.104762408873076,0.924183236811768
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.45375502915767,0.0378644582439275,2.4372858559816,0.176933933871862,0.99463382099682,0.82621107361295,0.153727999349801,0.898637960580684
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.32158291490303,0.0422928265329545,2.90436280643645,0.18758268372441,0.999153442091095,0.863994191119339,0.0826328877410925,0.914109009794981
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.37621144655367,0.0460825734816565,2.26820525656463,0.228795468386422,0.999388498580982,0.869001196756987,0.0972688661013323,0.91736638010883
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.37560908913205,0.0446891033328008,2.1040264455956,0.23706499141986,0.999185111995256,0.822900121726743,0.112305447620769,0.911572406082681
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.34887970669741,0.0427702357134988,2.64993626530997,0.181177529813695,0.996284194539176,0.818870231012592,0.113572653272907,0.911977847281646
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.14018027600177,0.0431859521954519,2.24299337807325,0.180261495084108,0.999281604929183,0.855311231470624,0.109203970792571,0.89747125604739
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.41226651738516,0.0449770567557931,2.90131527398304,0.201621912701062,0.998440635819039,0.882906782494951,0.097294557486457,0.908589405559594
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.52392110986106,0.0427191024443373,2.63292147061319,0.206036606357643,0.999815268970698,0.878254221036876,0.0881787019093437,0.930841770728802
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.3041181554035,0.037652649870111,2.65507212209868,0.15686580856687,0.999720966013631,0.857218160237938,0.113642388838912,0.910932433373052
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.30247312594753,0.0446343597929653,2.7237546547987,0.192855726401092,0.999541720406132,0.868028628820886,0.09090641406588,0.937840430528483
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.2388930242747,0.0472699787956888,2.69390141152055,0.250814995088144,0.99830690939756,0.840213645358855,0.0975226844176664,0.925927079767118
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.28411569099502,0.0435029862500912,2.3316463656605,0.211460671774945,0.999071126415175,0.850379543312831,0.134982816605502,0.940586434823628
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.61572945649467,0.0449161792962921,2.99996074445328,0.247238715884584,0.999863599368296,0.878009047196082,0.0850309560668048,0.915736226592081
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.41030197806984,0.0445283073929935,2.5035214919373,0.191869694718384,0.998095629131065,0.847649771104432,0.111349417291774,0.922883784554295
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.5128281373537,0.0434896864688332,2.30513732043026,0.259164185431771,0.999848019863542,0.882092015278384,0.100777163276274,0.914643276043971
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.39131720331003,0.0418853719292735,2.27495860747486,0.197599948197741,0.999919535083413,0.850940922483041,0.0824984320059198,0.928260703131386
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.44451844181441,0.0441742201830035,2.33737551944451,0.229639774538228,0.999521941722556,0.874820262459146,0.0943748251143601,0.918331222893815
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.23235459233453,0.045068210560886,2.6768646514256,0.201444897130133,0.999305214566198,0.815999738786894,0.103387778400204,0.88929933274349
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.54344220784058,0.0504288878687554,2.76487005813627,0.247054912097206,0.998330951505065,0.830087213348324,0.102619326642639,0.919868446277907
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.23172519588077,0.0485146451605726,2.43316520322856,0.257739330785992,0.999108185529024,0.862590288681158,0.0878118939707246,0.930118876482636
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.27405099183325,0.0543444398979506,2.56206636462525,0.281870367062465,0.999581414027851,0.842367574731453,0.0959289206907902,0.92800425198737
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.30961536131305,0.0452883922210292,2.68086224225939,0.209283556051545,0.999943509426221,0.880504752665337,0.121170968024747,0.924303935553665
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.43172942482171,0.0452650289146066,2.75511208776476,0.259190015506951,0.997097498133864,0.881329908745293,0.093828943419359,0.93833305722545
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.55724775154197,0.0439396656575399,2.50867615239376,0.177551674203638,0.996822506580145,0.887675922173939,0.101684305226013,0.930068285856281
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.51462668579184,0.0471978170148149,2.32979978809933,0.257859604193243,0.994795213823464,0.863388601963201,0.126994861037527,0.901145635411241
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.485877708025,0.0404313147192037,2.63766352790186,0.198038926335472,0.998168704953845,0.848982324556296,0.0907790771563035,0.935055073641733
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.39891822030957,0.0389328151459691,2.41733499303627,0.157963002333812,0.999808720060618,0.865005721020366,0.110766422685317,0.917191893485381
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.47090925367229,0.0433855954014496,2.26945949714499,0.184117764580426,0.999367317833181,0.885395095553327,0.102412187169773,0.915480866992554
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.38754775173768,0.0548762698716966,2.68583735895355,0.285477995194715,0.999339157572961,0.861257181450807,0.111349529484321,0.945165457989257
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.62626372399067,0.0383134446695469,2.82201141511051,0.155295113635997,0.999739872544353,0.817743938328972,0.0918538330721367,0.913041182443678
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.30199274002552,0.0429907568600812,2.55491338466322,0.193916346511593,0.998296647782035,0.858979673633037,0.101566496921644,0.926000936483787
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.29924523366115,0.0454387879272974,2.55338563318037,0.214298841821396,0.998423907717901,0.866377458211503,0.121263176350794,0.937125064690937
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.24213156874139,0.0458145726139703,2.42533251019945,0.19806829139934,0.997225834411862,0.867854886540425,0.0736270604428491,0.925967628497719
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.34935150779453,0.0455161248530057,2.49805281390432,0.207802078934319,0.99945416713697,0.858167902647751,0.106440466522763,0.943016665823051
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.22840612016543,0.0507194237423336,2.94404156431218,0.267849247154536,0.999803243664241,0.863817714419383,0.0617901088436738,0.932307310924575
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.45529141237277,0.0403096468144785,2.64682772175353,0.178475273619301,0.999890817748436,0.880200162578253,0.134884477584854,0.922263640402165
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.37447004210516,0.043455568110649,2.52683603418365,0.166923222303254,0.999777787215594,0.862655643137543,0.119471646225526,0.918515047294912
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.27097474559494,0.0409758268361035,2.50663358126983,0.17869216613345,0.998948094027017,0.823264131068119,0.0867388057425104,0.9347478216463
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.41022879020715,0.0372787338321049,2.48697277207171,0.168829258127846,0.996213226249028,0.81484683059755,0.107414268284027,0.92146379970151
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.40245167542243,0.0413064342499217,2.45247520452436,0.173592468662723,0.997011991451322,0.816436488534482,0.0907378474126632,0.922774523750371
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.35277349543368,0.0419882173379183,2.60171058355561,0.189186374349877,0.999463027527868,0.826863219170758,0.0781866114689459,0.941803701681712
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.73341506165661,0.0425373868048759,2.65035721115698,0.246899814476429,0.999221449400836,0.845468695509959,0.10257372028757,0.91222171266219
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.28656600256897,0.0440273478373744,2.15810687282368,0.19874941923973,0.995746091154159,0.87680046720133,0.100381815547555,0.950813784595848
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.33944623966455,0.041779149771996,2.63601218742251,0.200803213182392,0.997349645272385,0.868964228950018,0.0916567551402578,0.943936362331233
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.48465394687414,0.0497519100668436,2.3506649303707,0.303856051545331,0.997517812380456,0.843380979994044,0.0902830924386606,0.935274645429623
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.58657300026213,0.0436233331979631,2.43796883383292,0.252466060169912,0.999712541632705,0.885096458471545,0.100079019020212,0.931255906900732
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.2645451609915,0.0496075866195695,2.6006718203093,0.27321476800817,0.998138336077476,0.852652116478195,0.157757546259011,0.913167221530774
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.30243132284167,0.0484094680445405,2.37361981779703,0.249041459244955,0.999400531439089,0.860537447924729,0.0878098313282207,0.901491587864556
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.41248755992126,0.0470771978042775,2.59281436359651,0.23411475290685,0.998808894103264,0.82317043329251,0.118262192980662,0.924133096679214
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.27903549513627,0.0452009363329115,2.62047629109937,0.196345780024675,0.997232476698546,0.864666478938187,0.105638987606456,0.928845012694628
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.39902625756109,0.0440127062280683,2.48757192243518,0.2108522185612,0.999888030917263,0.855828007376029,0.0948639830579523,0.92688198198793
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.15379321509338,0.0423612520531323,2.6229364267155,0.183970881059042,0.999836230825225,0.83785177937516,0.0748574646085786,0.928660583015291
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.25331174203278,0.0438401405849865,2.49017261827874,0.214601783136792,0.999824096840164,0.84795136961786,0.126968400814529,0.906237108073134
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.27212463951806,0.0485909692918587,2.79468033381134,0.245045819977242,0.998086718213752,0.848081022462571,0.0737198418203524,0.937987261001492
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.46361656854556,0.0522081925319377,2.37040856620166,0.237235936940346,0.999849403571826,0.870235762456182,0.10555274546675,0.912980034078197
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.47702797299749,0.0411971961689208,2.51382099661102,0.179868853731124,0.999568829904833,0.840881617052881,0.105294357429254,0.934258750828417
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.55830248284617,0.0427824661037478,2.70357388857542,0.186026338021442,0.999720882961815,0.864553882637087,0.122780910675428,0.913878612420476
