"n","omega","rho","rho_s","p","delta1","delta2","delta3","nu1","nu2","nu3","beta1","beta2","beta3","gamma1","gamma2","gamma3","eta1","eta2","eta3","eta4","eta5","tau","sl.lib","plugin","pluginse","onestep","onestepse","plugin_adapt","pluginse_adapt","onestep_adapt","onestepse_adapt"
5000,0.2,0.5,0.25,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.90219826369991,0.0502947802264137,2.54353672650724,0.435020872954394,2.09740948221666,0.0472758561742823,2.41678625549026,0.588545259196374
1000,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",4.19188571628879,0.134000402825363,-0.566535692425356,5.38040458956425,0.846510993070664,0.109374232798909,1.15959009745298,1.63493182431887
1000,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",0.930298591478096,0.1640214770411,2.91347668293798,1.46141886532713,3.77930644320562,0.190503516536365,5.10118687408449,2.06467351210116
1000,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",0.364206647920263,1.15997352181632,-3.68875333316327,5.75534748791711,2.32580880443575,0.160354991413327,2.42757435944618,1.82370457704678
1000,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",3.08133592839484,0.242578195128222,3.75073707000771,0.943432767186441,1.68861293464147,0.23550246076888,2.99390487167208,1.5384780365996
1000,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",0.00965726372244324,0.0770420334023842,1.75821552530175,1.20669046425098,3.29718343591215,0.0707405333845261,4.84526815290163,1.27775909391178
1000,0.2,0.2,0.1,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.81596087672415,0.149385117668374,0.532991229656393,2.66117874637492,2.08907701604236,0.305832554895832,1.76117354639939,1.21936070993413
1000,0.2,0.2,0.1,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",0.235927984204752,0.106981429234235,1.67020529080264,1.69706976650068,1.15536608473687,0.18182689049789,0.730380873460015,1.267339569889
1000,0.2,0.2,0.1,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",4.00506280799755,0.14860405924334,4.34654428950531,1.64890240518801,2.27528264679724,0.13762896293689,4.72020895419943,1.15318451484165
1000,0.2,0.2,0.1,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",3.35163555624076,0.173063424394127,-0.461598177489848,4.23211935182325,1.59589635854713,0.165652557471181,-0.263957680085709,3.06605544015964
1000,0.2,0.2,0.1,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",3.19602774530746,0.167553575648091,2.08048131228832,1.19908270591978,2.22313588388374,0.145970584390377,5.02513489220331,1.74565274547157
1000,0.2,0.3,0.15,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",0.0143422494100325,0.0659044136754348,0.988679453933774,0.740225624191263,0.407549366253443,0.117406762755845,4.11957506939512,1.6442255110674
1000,0.2,0.3,0.15,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",1.76498228657928,0.219773127491317,2.85036810510198,0.705304950833469,1.62213740034995,0.20237408970892,4.12983461685943,2.16757650732147
1000,0.2,0.3,0.15,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",3.20411750486715,0.206971485653918,4.44993412432704,1.9719515073984,3.3608627700994,0.20960610129839,2.92603798425412,1.98073215375203
1000,0.2,0.3,0.15,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.89528601975744,0.143390961173987,2.44665508265961,1.06661551448747,3.06077596277012,0.126038420572073,3.04946412862773,1.89928206765946
1000,0.2,0.3,0.15,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",3.82379595507914,0.170055806103388,4.30954612839963,0.583237073385862,1.63279882246655,0.120095069589234,1.92950620718124,1.01469748336723
1000,0.2,0.4,0.2,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",1.93091744188186,0.182815405614792,1.71947330611903,1.33473293494469,2.83439226015773,0.176321531702831,1.58744502744366,1.62658124654808
1000,0.2,0.4,0.2,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.42154917884428,0.12324791206945,4.04739370718938,1.28473863025684,2.50609498722721,0.117796983388167,1.36424174169136,1.03593731666614
1000,0.2,0.4,0.2,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",1.74136116103086,0.161090785614479,0.0149924145478673,1.85957164412229,2.42453756467115,0.192157737121425,-1.18163116854134,3.54068492013617
1000,0.2,0.4,0.2,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.66012572273724,0.14618476270411,3.34548284624208,0.64688628572225,1.66214838191217,0.102897666070657,1.62907334732853,1.39872207435606
1000,0.2,0.4,0.2,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.75369988389423,0.143304160307766,1.88685898093615,1.51550253943002,3.26336545350045,0.237143190234838,5.48425860115164,1.14428371984398
1000,0.2,0.5,0.25,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.11546070344282,0.116122945116992,2.76905745759091,2.4238450345464,2.00394610997282,0.131331837066199,2.99460388218446,0.903531235509013
1000,0.2,0.5,0.25,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",3.02832955012698,0.124166471660476,3.04644548738307,1.2942966714886,2.47353298565409,0.147426383323031,2.10546425878441,1.38650584422801
1000,0.2,0.5,0.25,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.74292161013807,0.148427954267547,1.90395550032665,0.87899302304862,2.74666929253497,0.166968333463957,4.22376023411171,0.862378164058525
1000,0.2,0.5,0.25,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",1.73135530315166,0.117421779774425,2.40597097691557,1.26013494235678,1.45433085266443,0.163934377406138,-1.22904806802343,1.82326103130777
1000,0.2,0.5,0.25,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",1.63787794156696,0.110859618929435,2.12311661718535,0.653735553885281,1.95716912524194,0.11639675041115,2.85971596367346,1.12330561294076
2500,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",1.34723158515484,0.0710802146389263,0.622047055716561,1.43738523349954,0.52664340793424,0.0430196089421082,0.185683171793121,1.9976472783693
2500,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",1.84570566734111,0.0533342680392108,1.73470536687212,0.927901841642725,0.0293128222467802,0.0307203255786881,-0.553370423375371,1.68697353430555
2500,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",1.97065146356687,0.0588483397123093,4.33464881430538,1.04768105775048,2.57687888639929,0.0579620870233521,3.40854081672144,1.37555592450438
2500,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.33060123978559,0.0552370698927284,4.24460155723171,2.38136918359756,1.1306443554345,0.0473253656017224,3.77042639104419,1.33680640999914
2500,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",1.78336185246205,0.0696655646553556,3.64556329153565,1.07835243712915,1.7461939670175,0.0644171460210454,0.392011662560643,1.47291365639503
2500,0.2,0.2,0.1,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.61781356509137,0.0873161097283536,1.87844172566943,0.789459085475231,2.27995630594764,0.0990001504326304,3.51289600794656,0.974721285666007
2500,0.2,0.2,0.1,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",1.99629250860217,0.0443163751046047,2.36252846028094,0.553151969575558,2.00440273375267,0.0435656835393478,2.75307157360903,1.31983068726592
2500,0.2,0.2,0.1,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",1.9479984377673,0.0541403102019921,-0.219902875744696,1.96415296059431,0.870941578379307,0.0421925669122162,-0.41311128098769,2.08292495485503
2500,0.2,0.2,0.1,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",1.89658968574625,0.0549591132451087,2.97464338746915,0.945794018339038,2.50986048723825,0.0677149167039875,2.87095923225149,1.28676302536824
2500,0.2,0.2,0.1,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",3.49760875420684,0.101447943108232,4.80161823100549,0.985279558509725,2.05220464617992,0.077676988164863,1.58294310691201,1.17001604034997
2500,0.2,0.3,0.15,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.19013747696617,0.0787306610381012,2.7554941252914,0.645554030719444,2.06805531630933,0.0784500468724208,2.5727817464392,0.99454139214399
2500,0.2,0.3,0.15,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",3.42857814354531,0.0841391584976858,3.30850538219298,1.74544404456902,1.77965028811305,0.0710158648762892,3.57306891919734,0.924158806416689
2500,0.2,0.3,0.15,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",4.28360541820953,0.092739078820215,3.93372545276921,0.544094185325107,2.65716702594953,0.0729669663004339,2.76422514888323,1.35105767750167
2500,0.2,0.3,0.15,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.47975747923674,0.0798580737565107,1.54257592924046,0.918319219465011,2.42611659356558,0.0725169073921613,2.59236201795565,1.11239364792666
2500,0.2,0.3,0.15,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.56880575177609,0.0749573379414993,2.55616073386956,0.660812036860653,2.02535136714852,0.0584888134061271,2.18958610002634,0.990154087810416
2500,0.2,0.4,0.2,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.92351834821529,0.0811281511106799,3.54343798436041,0.721685559532567,2.64118709890176,0.0677940198117322,3.09299144876969,0.886898004049849
2500,0.2,0.4,0.2,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.31279284018034,0.116364159132587,1.04458765109292,1.05537979913751,2.12008453256296,0.105341452031595,1.91756231847065,1.50825612412125
2500,0.2,0.4,0.2,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.9924032390377,0.093152323070417,2.83278664429795,1.02634762722058,1.94240789807427,0.0553023440853399,2.99949270357329,0.761006828095086
2500,0.2,0.4,0.2,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.56403428573419,0.0797805130651699,3.00141504510602,0.956784204351167,2.02470157521214,0.0659212885451656,3.37718411457262,0.781201757360334
2500,0.2,0.4,0.2,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.20769213917449,0.066399158074548,1.72070536349729,1.03272399576342,2.32328474374662,0.0843321787333236,3.28053056066546,0.934753903170399
2500,0.2,0.5,0.25,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.19094259085651,0.0682196902995956,1.84614023814035,0.611861300612684,1.58093166454562,0.0601181255341057,2.04463169951283,0.843186811054431
2500,0.2,0.5,0.25,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",1.88379321775621,0.055070997980893,2.34365997507459,1.16363282505546,1.54978859860655,0.0479752462200687,2.96334034622577,1.05390603902244
2500,0.2,0.5,0.25,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",3.16768510490476,0.118047902978486,2.9496286215624,0.94047456695839,2.40079401080581,0.12498069563012,1.07146855864119,1.35355153238026
2500,0.2,0.5,0.25,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.75182881418136,0.0834062811919861,2.78264343194169,0.652629056615254,2.02617376684779,0.0984603771011668,1.3475624298277,1.52011018801653
2500,0.2,0.5,0.25,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.64924019109061,0.0711962559611104,1.70973824111252,0.637557372726306,2.42981740161456,0.0704199690265221,2.16843611796349,0.815594121089115
5000,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",4.15417474587097,0.0605480636532858,5.0739429301822,0.717765196094553,1.77141709852412,0.0404727209181767,1.50985188622174,0.995204201488511
5000,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.23253165181391,0.0417588486744556,1.59817151184291,1.0126646190841,2.37234701450047,0.0788726445677338,3.45638855091413,1.06774897393568
5000,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",3.4874467176277,0.0521088524442597,4.77432904359685,1.05658520057444,2.03432915828862,0.0547080345860656,3.35227108110139,1.17644990781238
5000,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.17896185891455,0.0307212370326316,2.21625965944968,1.22372114909834,2.05881744198713,0.0334643642599442,0.629046753281189,1.52168714877423
5000,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",3.73535889059483,0.0497856600372788,4.53691923787376,0.599927866766677,2.48644332929168,0.0457894128207202,3.70937166203975,1.05722183736623
5000,0.2,0.2,0.1,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.1918472795751,0.0394382086614702,1.85004893577596,0.755314451700059,1.33508225744214,0.0265186005767968,2.44653345907495,0.842692291704107
5000,0.2,0.2,0.1,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",3.07598832963976,0.0442815487156093,3.23259575209457,1.06571372229456,1.84221258364402,0.0407473611096347,2.09799658001404,0.901279407576869
5000,0.2,0.2,0.1,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",1.79253120012017,0.0476349322813725,0.500263189554597,0.740088712107721,2.43187404034649,0.0522826961644333,3.2942532594036,0.761920282884899
5000,0.2,0.2,0.1,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.56457525044402,0.0471541172117352,1.16265038957028,0.908236644709876,2.18606647934163,0.0508046366480783,3.05561847459428,0.863588689237388
5000,0.2,0.2,0.1,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.32405264406604,0.0448057010949059,1.3602094179035,0.824572265580671,2.71884138593345,0.0598153436835109,1.62060642948502,1.42418507759703
5000,0.2,0.3,0.15,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.472199412697,0.0397525368620251,2.1231018374845,0.614588353463458,2.28382802284238,0.0427359264433348,2.10101669242121,0.937989072946549
5000,0.2,0.3,0.15,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.68844949904647,0.0709537736036293,1.81188016072744,1.02712176919986,1.80780563954191,0.0512691717046506,1.08368427247291,0.97062916557334
5000,0.2,0.3,0.15,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.18770675665957,0.0400479164832059,1.69780553397011,0.929789798310622,1.76507849209991,0.0294943861613985,2.19106971636056,0.640160047326181
5000,0.2,0.3,0.15,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",1.99666490027503,0.032864684898474,1.53742042488538,0.651034387309986,1.80140227085296,0.0398054544106015,2.91937865430872,0.676254731559963
5000,0.2,0.3,0.15,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.68842449314259,0.0440461495037862,2.12136732297932,0.751647023788584,2.16191088214381,0.037641956648025,2.39650504311059,0.627922499943669
5000,0.2,0.4,0.2,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.77767612569945,0.0503993545613024,3.23325675267012,0.440126460461203,2.0099699905403,0.0432286219376683,2.83524275513872,0.626478757740993
5000,0.2,0.4,0.2,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.33390196336191,0.0426537732269807,1.59742715549923,0.487422945586229,1.89601705391846,0.0360772603214565,2.18976595810434,0.587669730426497
5000,0.2,0.4,0.2,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.65022159657165,0.0569415637399002,1.93388203127383,0.746606940237518,1.80063826576771,0.0466272416989368,2.19932754505384,0.676437604198832
5000,0.2,0.4,0.2,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.82019783175668,0.0443247180499859,1.82448386334301,0.598536451318614,2.37901625951634,0.0407403215545352,2.20691221821933,0.541283007544327
5000,0.2,0.4,0.2,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.65084336194111,0.0461042345561403,3.31606450904602,0.592754700392875,2.12185384171034,0.0393512759428459,2.98679590300271,0.58038310138336
5000,0.2,0.5,0.25,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.5026194564279,0.0423706712137979,2.16289533336846,0.638744103067431,1.70620053709352,0.0338311627532418,1.75307870258702,0.493474948457955
5000,0.2,0.5,0.25,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",3.15903505881432,0.0523970994691508,3.04518148009737,0.40906344514705,2.33267379967005,0.0462733756458552,3.26141928777069,0.458117202905946
5000,0.2,0.5,0.25,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.78342898118965,0.049839774533696,2.44855780338187,0.387882307722581,2.30177397215649,0.0473425106901581,2.55110901298094,0.632384282401106
5000,0.2,0.5,0.25,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",3.19858054911027,0.0511370887577254,2.47345590102368,0.442325539541999,1.94483162240106,0.0341433855800849,2.34614152095443,0.56063924346366
